imagen,clase,R,G,B,H,S,V,L,a,b,cx,cy,n_pixeles
DSC_9976.png,NIT,186,62,104,170,170,186,116,181,131,1755,2756,8809
DSC_9976.png,URO,204,155,97,16,134,204,172,139,165,1758,2567,8809
DSC_9976.png,PRO,168,158,81,27,132,168,165,121,169,1757,2379,8809
DSC_9976.png,pH,196,107,59,11,178,196,139,159,170,1750,2190,8809
DSC_9976.png,BLO,165,132,54,21,172,165,145,132,174,1745,2002,8809
DSC_9976.png,SG,163,123,60,18,161,163,139,137,168,1750,1813,8809
DSC_9976.png,KET,179,141,119,11,85,179,157,139,145,1744,1625,8809
DSC_9976.png,BIL,201,163,113,17,112,201,177,135,159,1741,1436,8809
DSC_9976.png,GLU,79,166,170,91,137,170,161,103,118,1736,1248,8809
DSC_9977.png,LEU,177,164,151,15,37,177,174,130,136,1835,2985,9145
DSC_9977.png,NIT,196,148,143,3,69,196,168,145,138,1829,2799,9145
DSC_9977.png,URO,206,156,97,16,135,206,173,140,166,1833,2612,9145
DSC_9977.png,PRO,168,157,77,26,138,168,164,121,171,1821,2426,9145
DSC_9977.png,pH,196,120,61,13,176,196,147,153,172,1814,2240,9145
DSC_9977.png,BLO,211,144,50,18,195,211,166,145,185,1806,2054,9145
DSC_9977.png,SG,147,116,39,21,187,147,129,132,173,1800,1868,9145
DSC_9977.png,KET,175,140,116,12,86,175,155,138,146,1802,1682,9145
DSC_9977.png,BIL,206,145,89,14,145,206,166,145,167,1784,1496,9145
DSC_9977.png,GLU,72,166,162,89,144,166,160,99,122,1775,1311,9145
DSC_9978.png,LEU,105,85,114,141,65,114,100,142,114,1921,2842,8173
DSC_9978.png,NIT,196,81,125,169,150,196,130,178,127,1915,2652,8173
DSC_9978.png,URO,209,157,101,16,132,209,175,141,165,1913,2461,8173
DSC_9978.png,PRO,165,161,85,29,124,165,166,119,168,1915,2271,8173
DSC_9978.png,pH,76,105,72,56,80,105,106,110,143,1894,2080,8173
DSC_9978.png,BLO,165,136,61,22,161,165,148,130,171,1905,1890,8173
DSC_9978.png,SG,73,91,68,53,64,91,93,116,139,1916,1699,8173
DSC_9978.png,KET,183,152,134,11,68,183,166,137,142,1900,1509,8173
DSC_9978.png,BIL,210,163,123,14,106,210,180,140,155,1895,1318,8173
DSC_9978.png,GLU,93,175,181,92,124,181,170,105,117,1889,1128,8173
DSC_9979.png,LEU,182,175,166,17,22,182,183,129,133,1845,2911,6077
DSC_9979.png,NIT,200,94,134,169,135,200,138,174,126,1883,2714,6077
DSC_9979.png,URO,208,159,105,16,126,208,176,140,163,1881,2519,6077
DSC_9979.png,PRO,89,128,103,71,78,128,128,109,137,1860,2325,6077
DSC_9979.png,pH,178,130,52,19,181,178,147,139,176,1867,2129,6077
DSC_9979.png,BLO,61,93,63,62,88,93,93,109,142,1850,1935,6077
DSC_9979.png,SG,129,113,53,24,150,129,122,126,163,1856,1739,6077
DSC_9979.png,KET,165,136,124,9,63,165,151,137,139,1841,1545,6077
DSC_9979.png,BIL,208,173,136,15,88,208,186,135,152,1830,1350,6077
DSC_9979.png,GLU,95,64,43,12,140,95,77,139,146,1839,1155,6077
DSC_9980.png,LEU,179,167,158,13,30,179,177,131,134,1765,2921,8173
DSC_9980.png,NIT,190,182,160,22,40,190,189,127,140,1771,2731,8173
DSC_9980.png,URO,204,155,99,16,131,204,172,140,164,1793,2540,8173
DSC_9980.png,PRO,168,159,78,27,137,168,165,120,171,1795,2349,8173
DSC_9980.png,pH,184,127,49,17,187,184,147,143,177,1799,2158,8173
DSC_9980.png,BLO,212,145,54,17,190,212,167,145,184,1802,1967,8173
DSC_9980.png,SG,106,100,46,27,144,106,107,123,159,1808,1776,8173
DSC_9980.png,KET,173,141,123,11,74,173,156,137,142,1809,1585,8173
DSC_9980.png,BIL,202,171,126,18,96,202,183,133,155,1814,1394,8173
DSC_9980.png,GLU,74,167,176,93,148,176,162,103,115,1811,1203,8173
DSC_9981.png,LEU,185,175,161,18,33,185,184,129,136,1794,2921,8497
DSC_9981.png,NIT,192,182,159,21,44,192,190,128,141,1795,2735,8497
DSC_9981.png,URO,205,155,102,15,128,205,172,140,163,1804,2548,8497
DSC_9981.png,PRO,163,160,84,29,124,163,165,118,168,1799,2362,8497
DSC_9981.png,pH,194,124,61,14,175,194,149,149,173,1796,2175,8497
DSC_9981.png,BLO,211,144,56,17,187,211,166,146,183,1793,1989,8497
DSC_9981.png,SG,130,108,38,23,180,130,119,129,169,1791,1802,8497
DSC_9981.png,KET,169,137,120,10,74,169,152,138,142,1789,1616,8497
DSC_9981.png,BIL,203,159,107,16,121,203,175,138,161,1783,1429,8497
DSC_9981.png,GLU,73,164,164,90,141,164,159,101,120,1779,1243,8497
DSC_9982.png,LEU,188,177,161,18,37,188,186,129,138,1797,2695,8497
DSC_9982.png,NIT,197,168,153,10,57,197,181,136,140,1800,2509,8497
DSC_9982.png,URO,208,157,102,16,130,208,174,141,164,1814,2323,8497
DSC_9982.png,PRO,174,165,81,27,136,174,171,120,172,1811,2137,8497
DSC_9982.png,pH,197,112,51,13,189,197,142,157,175,1810,1951,8497
DSC_9982.png,BLO,213,144,47,18,199,213,166,146,187,1812,1765,8497
DSC_9982.png,SG,111,101,41,26,161,111,109,124,163,1816,1579,8497
DSC_9982.png,KET,178,147,128,11,72,178,161,137,142,1812,1393,8497
DSC_9982.png,BIL,205,157,109,15,119,205,174,140,160,1814,1207,8497
DSC_9982.png,GLU,94,64,34,15,163,94,76,137,151,1820,1021,8497
DSC_9983.png,LEU,182,163,152,11,42,182,174,133,136,1768,2822,8173
DSC_9983.png,NIT,165,46,81,171,184,165,99,179,136,1799,2634,8173
DSC_9983.png,URO,203,150,90,16,142,203,168,141,167,1795,2445,8173
DSC_9983.png,PRO,165,155,78,27,134,165,162,121,169,1797,2257,8173
DSC_9983.png,pH,181,130,52,18,182,181,148,140,176,1799,2068,8173
DSC_9983.png,BLO,211,143,53,17,191,211,165,146,184,1802,1880,8173
DSC_9983.png,SG,120,109,51,25,147,120,117,124,161,1807,1691,8173
DSC_9983.png,KET,171,136,118,10,79,171,152,139,143,1810,1503,8173
DSC_9983.png,BIL,201,165,115,17,109,201,178,135,159,1810,1314,8173
DSC_9983.png,GLU,65,164,173,93,159,173,159,102,115,1809,1126,8173
DSC_9984.png,LEU,140,116,144,146,50,144,132,143,116,1882,2838,7845
DSC_9984.png,NIT,198,111,142,169,112,198,147,166,126,1886,2648,7845
DSC_9984.png,URO,203,154,103,15,126,203,171,140,162,1884,2457,7845
DSC_9984.png,PRO,178,163,79,25,142,178,170,122,173,1878,2267,7845
DSC_9984.png,pH,168,133,52,21,176,168,147,133,175,1872,2076,7845
DSC_9984.png,BLO,200,140,49,18,193,200,160,143,183,1869,1886,7845
DSC_9984.png,SG,111,101,45,25,152,111,109,124,160,1867,1695,7845
DSC_9984.png,KET,177,144,124,11,76,177,159,137,143,1856,1505,7845
DSC_9984.png,BIL,202,171,135,16,85,202,183,134,151,1853,1314,7845
DSC_9984.png,GLU,83,165,159,88,127,165,160,102,123,1844,1123,7845
DSC_9985.png,LEU,145,108,132,161,65,145,128,147,121,1829,2810,8173
DSC_9985.png,NIT,193,72,118,169,160,193,124,181,127,1840,2624,8173
DSC_9985.png,URO,207,155,99,16,133,207,173,141,165,1838,2438,8173
DSC_9985.png,PRO,166,160,84,28,126,166,166,120,168,1839,2252,8173
DSC_9985.png,pH,197,114,56,12,183,197,144,156,173,1838,2066,8173
DSC_9985.png,BLO,147,128,56,24,158,147,138,126,169,1838,1880,8173
DSC_9985.png,SG,130,113,53,23,151,130,123,127,163,1847,1694,8173
DSC_9985.png,KET,170,139,124,10,69,170,154,137,140,1838,1508,8173
DSC_9985.png,BIL,206,148,104,13,126,206,168,145,160,1837,1322,8173
DSC_9985.png,GLU,86,171,178,92,132,178,166,104,117,1832,1136,8173
DSC_9986.png,LEU,177,167,159,13,26,177,176,130,133,1716,2915,8497
DSC_9986.png,NIT,187,175,151,20,49,187,183,128,142,1657,2725,8497
DSC_9986.png,URO,199,142,95,14,133,199,162,144,161,1674,2533,8497
DSC_9986.png,PRO,162,155,76,28,135,162,161,120,170,1676,2342,8497
DSC_9986.png,pH,180,126,48,18,187,180,145,142,177,1680,2151,8497
DSC_9986.png,BLO,203,139,47,18,196,203,160,145,184,1682,1960,8497
DSC_9986.png,SG,107,100,43,27,153,107,107,123,161,1688,1769,8497
DSC_9986.png,KET,159,129,117,9,67,159,144,138,139,1692,1578,8497
DSC_9986.png,BIL,197,157,108,17,115,197,172,136,159,1691,1387,8497
DSC_9986.png,GLU,102,89,41,24,153,102,97,126,158,1697,1196,8497
DSC_9987.png,LEU,177,163,150,14,39,177,173,131,137,1679,2911,8173
DSC_9987.png,NIT,186,177,151,22,48,186,185,127,142,1680,2723,8173
DSC_9987.png,URO,199,146,95,15,133,199,165,142,163,1688,2535,8173
DSC_9987.png,PRO,158,153,81,28,124,158,159,120,166,1686,2347,8173
DSC_9987.png,pH,185,124,58,16,175,185,146,145,173,1684,2159,8173
DSC_9987.png,BLO,197,137,52,18,188,197,157,143,181,1681,1971,8173
DSC_9987.png,SG,125,108,39,24,175,125,117,126,168,1683,1783,8173
DSC_9987.png,KET,168,136,116,12,79,168,151,137,143,1679,1595,8173
DSC_9987.png,BIL,199,142,90,14,140,199,162,144,164,1677,1407,8173
DSC_9987.png,GLU,69,155,149,88,141,155,150,101,123,1669,1219,8173
DSC_9989.png,LEU,173,164,157,13,24,173,173,130,133,1865,3014,8809
DSC_9989.png,NIT,187,179,155,23,44,187,186,127,141,1902,2821,8809
DSC_9989.png,URO,203,156,101,16,128,203,172,139,163,1911,2628,8809
DSC_9989.png,PRO,182,164,80,25,143,182,172,124,173,1911,2436,8809
DSC_9989.png,pH,186,122,51,16,185,186,145,147,175,1902,2245,8809
DSC_9989.png,BLO,211,144,54,17,190,211,166,146,184,1900,2054,8809
DSC_9989.png,SG,61,80,60,59,64,80,82,116,137,1911,1861,8809
DSC_9989.png,KET,181,152,133,12,68,181,166,136,142,1896,1670,8809
DSC_9989.png,BIL,204,178,146,17,73,204,189,132,148,1894,1478,8809
DSC_9989.png,GLU,81,167,171,91,134,171,162,103,118,1885,1287,8809
DSC_9992.png,LEU,147,122,142,156,43,147,138,141,121,2026,2885,8173
DSC_9992.png,NIT,186,178,159,21,37,186,186,128,139,2021,2695,8173
DSC_9992.png,URO,201,152,99,16,129,201,169,140,163,2041,2505,8173
DSC_9992.png,PRO,163,155,79,27,131,163,161,120,168,2038,2315,8173
DSC_9992.png,pH,191,111,52,13,186,191,140,155,173,2036,2125,8173
DSC_9992.png,BLO,175,133,53,20,178,175,148,136,176,2029,1935,8173
DSC_9992.png,SG,111,103,52,26,136,111,110,124,158,2040,1745,8173
DSC_9992.png,KET,173,138,120,10,78,173,154,139,143,2027,1555,8173
DSC_9992.png,BIL,200,157,111,16,113,200,173,138,158,2027,1365,8173
DSC_9992.png,GLU,90,165,170,92,120,170,162,106,118,2018,1175,8173
DSC_9993.png,LEU,172,157,156,2,24,172,168,133,131,2146,2942,8809
DSC_9993.png,NIT,184,177,157,22,37,184,184,127,139,2144,2757,8809
DSC_9993.png,URO,201,154,105,15,122,201,171,139,160,2098,2574,8809
DSC_9993.png,PRO,176,163,82,26,136,176,170,122,171,2094,2389,8809
DSC_9993.png,pH,173,123,57,17,171,173,141,141,171,2089,2204,8809
DSC_9993.png,BLO,204,140,51,17,191,204,161,145,183,2087,2019,8809
DSC_9993.png,SG,118,110,64,26,117,118,118,124,155,2086,1834,8809
DSC_9993.png,KET,177,146,127,11,72,177,160,137,142,2080,1649,8809
DSC_9993.png,BIL,199,169,127,18,92,199,181,133,154,2080,1464,8809
DSC_9993.png,GLU,91,168,173,92,121,173,164,106,118,2076,1279,8809
DSC_9994.png,LEU,168,131,125,4,65,168,148,141,137,2112,2998,8173
DSC_9994.png,NIT,188,170,150,16,52,188,180,131,141,2148,2813,8173
DSC_9994.png,URO,201,160,116,16,108,201,175,137,157,2112,2628,8173
DSC_9994.png,PRO,75,115,105,83,89,115,116,112,129,2105,2443,8173
DSC_9994.png,pH,197,124,73,12,161,197,150,152,167,2110,2258,8173
DSC_9994.png,BLO,122,120,63,29,123,122,126,120,160,2090,2073,8173
DSC_9994.png,SG,166,129,52,20,175,166,143,134,174,2112,1888,8173
DSC_9994.png,KET,167,134,114,11,81,167,149,138,144,2101,1703,8173
DSC_9994.png,BIL,197,129,81,12,150,197,153,149,165,2102,1518,8173
DSC_9994.png,GLU,82,57,36,14,143,82,67,136,145,2103,1333,8173
DSC_9996.png,LEU,188,171,145,18,58,188,181,130,144,1949,2966,9145
DSC_9996.png,NIT,195,175,146,18,64,195,185,131,146,1953,2774,9145
DSC_9996.png,URO,209,157,95,16,139,209,174,140,168,1931,2581,9145
DSC_9996.png,PRO,168,163,83,28,129,168,168,119,170,1936,2389,9145
DSC_9996.png,pH,202,115,58,12,182,202,146,158,173,1932,2196,9145
DSC_9996.png,BLO,218,147,56,17,189,218,170,147,185,1933,2004,9145
DSC_9996.png,SG,164,125,51,20,176,164,140,135,173,1935,1811,9145
DSC_9996.png,KET,184,145,122,11,86,184,161,139,146,1941,1619,9145
DSC_9996.png,BIL,208,143,78,15,159,208,165,146,172,1943,1426,9145
DSC_9996.png,GLU,116,98,48,22,149,116,108,129,159,1948,1234,9145
DSC_9997.png,LEU,180,163,161,3,27,180,174,134,131,1898,2861,8497
DSC_9997.png,NIT,195,185,164,20,41,195,193,128,140,1895,2673,8497
DSC_9997.png,URO,209,156,98,16,135,209,174,141,166,1917,2484,8497
DSC_9997.png,PRO,173,165,84,27,131,173,171,120,171,1913,2296,8497
DSC_9997.png,pH,198,124,59,14,179,198,150,151,174,1911,2107,8497
DSC_9997.png,BLO,212,146,57,17,186,212,168,145,183,1902,1919,8497
DSC_9997.png,SG,133,114,59,22,142,133,124,128,161,1906,1730,8497
DSC_9997.png,KET,184,149,131,10,73,184,164,138,142,1895,1542,8497
DSC_9997.png,BIL,210,154,106,14,126,210,173,143,161,1889,1353,8497
DSC_9997.png,GLU,93,174,182,93,125,182,170,106,116,1882,1165,8497
DSC_9998.png,LEU,176,158,167,165,26,176,171,136,126,1914,2826,8173
DSC_9998.png,NIT,209,98,139,169,135,209,144,176,127,1948,2642,8173
DSC_9998.png,URO,216,164,105,16,131,216,181,140,166,1937,2458,8173
DSC_9998.png,PRO,166,163,82,29,129,166,168,118,170,1933,2274,8173
DSC_9998.png,pH,206,111,53,11,189,206,145,161,175,1925,2090,8173
DSC_9998.png,BLO,187,145,56,20,179,187,160,135,179,1919,1906,8173
DSC_9998.png,SG,114,109,44,28,157,114,115,121,164,1914,1722,8173
DSC_9998.png,KET,178,149,131,11,67,178,163,136,142,1908,1537,8173
DSC_9998.png,BIL,210,177,136,17,90,210,189,134,153,1902,1353,8173
DSC_9998.png,GLU,95,159,121,72,103,159,154,99,141,1892,1169,8173
DSC_9999.png,LEU,179,173,165,17,20,179,181,129,133,1972,2928,8173
DSC_9999.png,NIT,195,184,160,21,46,195,192,128,142,1895,2731,8173
DSC_9999.png,URO,210,156,99,15,135,210,174,142,165,1909,2537,8173
DSC_9999.png,PRO,151,159,91,34,109,159,162,114,163,1911,2343,8173
DSC_9999.png,pH,51,90,84,85,110,90,90,113,127,1895,2148,8173
DSC_9999.png,BLO,220,151,55,17,191,220,173,146,186,1900,1954,8173
DSC_9999.png,SG,41,66,71,95,108,71,67,120,122,1886,1760,8173
DSC_9999.png,KET,185,154,138,10,65,185,168,137,141,1888,1566,8173
DSC_9999.png,BIL,210,182,139,18,86,210,193,132,154,1895,1372,8173
DSC_9999.png,GLU,116,118,55,31,136,118,123,117,162,1899,1178,8173
